target_aphia_id,target_taxon_name,target_taxon_level,lit_aphia_id,lit_taxon_name,lit_taxon_level,lit_taxon_type,citation,trait_group,trait_value,trait_unit,Gender
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Bradford-Grieve, J.M. (1999). The Marine Fauna of New Zealand: Pelagic Calanoid Copepoda: Bathypontiidae, Arietellidae, Augaptilidae, Heterorhabdidae, Lucicutiidae, Metrodinidae, Phyllopodidae, Centropagidae, Pseudodiaptomidae, Temoridae, Candaciidae, Pontellidae, Sulcanidae, Acartiid National Institute of Water and Atmospheric Research (NIWA) Biodiversity Memoir, Wellington 111:1-268.",maximum adult body length,1.27,mm,female
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.27,mm,female
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Hirst, A.G. & T. Kiørboe. (2014). Macroevolutionary patterns of sexual size dimorphism in copepods. Proceedings of the Royal Society Biological Sciences Series B. 281(1791).",maximum adult body length,1.27,mm,female
104108,Acartia_UnID,Genus,346026,Acartia (Acartia) danae,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.34,mm,female
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Vives, F. &  A.A. Shmeleva. (2007). Fauna Iberica. Vol. 29. Crustacea, Copepodos marinos I. Calanoida. Museo Nacional de Ciencias Naturales, Consejo Superior de Investigaciones Cientificas, Madrid 1152 pp.",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Bradford-Grieve, J.M. (1999). To replace Fiches d'Identification du Zooplancton No. 12. Copepoda. Sub-order: Calanoida, Family: Acartiidae, Genera: Acartia, Paracartia, Pteriacartia. ICES (International Council for the Exploration of the Sea) Identification Leaflets for Plankton 181:1-19.",maximum adult body length,1.2,mm,female
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Conway, D.V.P. (2012). Marine zooplankton of southern Britain. Part 2: Arachnida, Pycnogonida, Cladocera, Facetotecta, Cirripedia and Copepoda. In: John, A.W.G. (ed.). Occasional Publications. Marine Biological Association of the United Kingdom, Plymouth, United Kingdom. 26:163 pp.",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Hirst, A.G. & T. Kiørboe. (2014). Macroevolutionary patterns of sexual size dimorphism in copepods. Proceedings of the Royal Society Biological Sciences Series B. 281(1791).",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Nielsen, T.G. & P.J. Hansen. (1999). Dyreplankton i danske farvande. Miljø- og Energiministeriet, Danmarks Miljøundersøgelser. ",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Conway, D.V.P. (2012). Marine zooplankton of southern Britain. Part 2: Arachnida, Pycnogonida, Cladocera, Facetotecta, Cirripedia and Copepoda. In: John, A.W.G. (ed.). Occasional Publications. Marine Biological Association of the United Kingdom, Plymouth, United Kingdom. 26:163 pp.",maximum adult body length,1.2,mm,female
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.2,mm,female
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Hirst, A.G. & T. Kiørboe. (2014). Macroevolutionary patterns of sexual size dimorphism in copepods. Proceedings of the Royal Society Biological Sciences Series B. 281(1791).",maximum adult body length,1.2,mm,female
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Nielsen, T.G. & P.J. Hansen. (1999). Dyreplankton i danske farvande. Miljø- og Energiministeriet, Danmarks Miljøundersøgelser. ",maximum adult body length,1.2,mm,female
104108,Acartia_UnID,Genus,234125,Acartia (Acartiura) discaudata,Species,species within genus,"Breemen, P.J. van. (1908). VIII. Copepoden. In: Nordisches Plankton, Zoologischer Teil, Vierter Band, Verlag von Lipsius & Tischer, Kiel. 4(8):1-264, figs. 1-251.",maximum adult body length,1.2,mm,female
104108,Acartia_UnID,Genus,104263,Paracartia dubia,Species,species within genus,"Steuer, A. (1924). Bausteine zu einer Monographie der Copepodengattung Acartia. 1. Die Arten der Gattung Acartia Dana. 2. Die Grösse der Hochsee-Acartien in ihrer Abhängigkeit von der Dichte des Meerwassers. Arbeiten aus dem Zoologischen Institut der Universität Innsbruck 1(5):91-144 (separate: 1-56), figs. 1-179, pls. 1-5, maps 1-6. [dated 1923]",maximum adult body length,1.2,mm,male
104108,Acartia_UnID,Genus,104263,Paracartia dubia,Species,species within genus,"Steuer, A. (1924). Bausteine zu einer Monographie der Copepodengattung Acartia. 1. Die Arten der Gattung Acartia Dana. 2. Die Grösse der Hochsee-Acartien in ihrer Abhängigkeit von der Dichte des Meerwassers. Arbeiten aus dem Zoologischen Institut der Universität Innsbruck 1(5):91-144 (separate: 1-56), figs. 1-179, pls. 1-5, maps 1-6. [dated 1923]",maximum adult body length,1.25,mm,female
104108,Acartia_UnID,Genus,345932,Acartia (Acanthacartia) dweepi,Species,species within genus,"Haridas, P. & M. Madhupratap. (1978). Acartia dweepi, a new species of copepod (Acartiidae; Calanoida) from Lakshadweep. Current Science, Bangalore 47(5):176-179, figs. 1-13. (5-iii-1978)",maximum adult body length,1.15,mm,male
104108,Acartia_UnID,Genus,345932,Acartia (Acanthacartia) dweepi,Species,species within genus,"Haridas, P. & M. Madhupratap. (1978). Acartia dweepi, a new species of copepod (Acartiidae; Calanoida) from Lakshadweep. Current Science, Bangalore 47(5):176-179, figs. 1-13. (5-iii-1978)",maximum adult body length,1.16,mm,female
104108,Acartia_UnID,Genus,345932,Acartia (Acanthacartia) dweepi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.1,mm,female
104108,Acartia_UnID,Genus,345932,Acartia (Acanthacartia) dweepi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.15,mm,male
104108,Acartia_UnID,Genus,345716,Acartia (Acartiura) ensifera,Species,species within genus,"Bradford, J.M. (1976). Partial revision of the Acartia subgenus Acartiura (Copepoda: Calanoida: Acartiidae). New Zealand Journal of Marine and Freshwater Research 10(1):159-202, figs. 1-33. (iii-1976)",maximum adult body length,1.18,mm,male
104108,Acartia_UnID,Genus,345716,Acartia (Acartiura) ensifera,Species,species within genus,"Bradford, J.M. (1976). Partial revision of the Acartia subgenus Acartiura (Copepoda: Calanoida: Acartiidae). New Zealand Journal of Marine and Freshwater Research 10(1):159-202, figs. 1-33. (iii-1976)",maximum adult body length,1.25,mm,female
104108,Acartia_UnID,Genus,345716,Acartia (Acartiura) ensifera,Species,species within genus,"Bradford-Grieve, J.M. (1999). The Marine Fauna of New Zealand: Pelagic Calanoid Copepoda: Bathypontiidae, Arietellidae, Augaptilidae, Heterorhabdidae, Lucicutiidae, Metrodinidae, Phyllopodidae, Centropagidae, Pseudodiaptomidae, Temoridae, Candaciidae, Pontellidae, Sulcanidae, Acartiid National Institute of Water and Atmospheric Research (NIWA) Biodiversity Memoir, Wellington 111:1-268.",maximum adult body length,1.18,mm,male
104108,Acartia_UnID,Genus,345716,Acartia (Acartiura) ensifera,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.18,mm,male
104108,Acartia_UnID,Genus,345716,Acartia (Acartiura) ensifera,Species,species within genus,"Bradford-Grieve, J.M. (1999). The Marine Fauna of New Zealand: Pelagic Calanoid Copepoda: Bathypontiidae, Arietellidae, Augaptilidae, Heterorhabdidae, Lucicutiidae, Metrodinidae, Phyllopodidae, Centropagidae, Pseudodiaptomidae, Temoridae, Candaciidae, Pontellidae, Sulcanidae, Acartiid National Institute of Water and Atmospheric Research (NIWA) Biodiversity Memoir, Wellington 111:1-268.",maximum adult body length,1.25,mm,female
104108,Acartia_UnID,Genus,345716,Acartia (Acartiura) ensifera,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.25,mm,female
104108,Acartia_UnID,Genus,346033,Acartia (Acartiura) enzoi,Species,species within genus,"Vives, F. &  A.A. Shmeleva. (2007). Fauna Iberica. Vol. 29. Crustacea, Copepodos marinos I. Calanoida. Museo Nacional de Ciencias Naturales, Consejo Superior de Investigaciones Cientificas, Madrid 1152 pp.",maximum adult body length,1.05,mm,male
104108,Acartia_UnID,Genus,346033,Acartia (Acartiura) enzoi,Species,species within genus,"Bradford-Grieve, J.M. (1999). To replace Fiches d'Identification du Zooplancton No. 12. Copepoda. Sub-order: Calanoida, Family: Acartiidae, Genera: Acartia, Paracartia, Pteriacartia. ICES (International Council for the Exploration of the Sea) Identification Leaflets for Plankton 181:1-19.",maximum adult body length,1.07,mm,female
104108,Acartia_UnID,Genus,346033,Acartia (Acartiura) enzoi,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.07,mm,female
104108,Acartia_UnID,Genus,488002,Acartia eremeevi,Species,species within genus,"Pavlova, E.V. & A.A. Shmeleva. (2010). Two new copepods of the genus Acartia (Copepoda, Calanoida, Acartiidae) from the coastal sea of the south-western Crimea (Black Sea). Vestnik Zoologii 44(2):e-1-e-8. [In English; abstract in Russian.]",maximum adult body length,0.75,mm,male
104108,Acartia_UnID,Genus,488002,Acartia eremeevi,Species,species within genus,"Pavlova, E.V. & A.A. Shmeleva. (2010). Two new copepods of the genus Acartia (Copepoda, Calanoida, Acartiidae) from the coastal sea of the south-western Crimea (Black Sea). Vestnik Zoologii 44(2):e-1-e-8. [In English; abstract in Russian.]",maximum adult body length,0.76,mm,female
104108,Acartia_UnID,Genus,1383454,Acartia (Odontacartia) erythraea erythraea,Species,species within genus,"Giesbrecht, W. & O. Schmeil. (1898). Copepoda I. Gymnoplea. Das Tierreich. Eine Zusammenstellung und Kennzeichnung der rezenten Tierformen, Berlin 6:i-xvi, 1-169, figs. 1-31.",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,1383454,Acartia (Odontacartia) erythraea erythraea,Species,species within genus,"Giesbrecht, W. & O. Schmeil. (1898). Copepoda I. Gymnoplea. Das Tierreich. Eine Zusammenstellung und Kennzeichnung der rezenten Tierformen, Berlin 6:i-xvi, 1-169, figs. 1-31.",maximum adult body length,1.25,mm,female
104108,Acartia_UnID,Genus,1383454,Acartia (Odontacartia) erythraea erythraea,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.2,mm,male
104108,Acartia_UnID,Genus,1383454,Acartia (Odontacartia) erythraea erythraea,Species,species within genus,"Conway, D.V.P., R.G. White, J. Hugues-Dit-Ciles, C.P. Gallienne & D.B. Robins. (2003). Guide to the coastal and surface zooplankton of the south-western Indian Ocean. Marine Biological Association of the United Kingdom Occasional Publication. UK-DEFRA Darwin Initiative Project 162/09/004 Zooplankton of the Mascarene Plateau. 15:1-354.",maximum adult body length,1.4,mm,female
104108,Acartia_UnID,Genus,1383454,Acartia (Odontacartia) erythraea erythraea,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.4,mm,male
104108,Acartia_UnID,Genus,1383454,Acartia (Odontacartia) erythraea erythraea,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.5,mm,female
104108,Acartia_UnID,Genus,759373,Acartia (Acartiura) fancetti,Species,species within genus,"McKinnon, A.D., W.J. Kimmerer & J.A.H. Benzie. (1992). Sympatric sibling species within the genus Acartia (Copepoda: Calanoida): a case study from Westernport and Port Phillip Bays, Australia. Journal of Crustacean Biology 12(2):239-259.",maximum adult body length,0.96,mm,male
104108,Acartia_UnID,Genus,759373,Acartia (Acartiura) fancetti,Species,species within genus,"McKinnon, A.D., W.J. Kimmerer & J.A.H. Benzie. (1992). Sympatric sibling species within the genus Acartia (Copepoda: Calanoida): a case study from Westernport and Port Phillip Bays, Australia. Journal of Crustacean Biology 12(2):239-259.",maximum adult body length,1.08,mm,female
104108,Acartia_UnID,Genus,759373,Acartia (Acartiura) fancetti,Species,species within genus,"Bradford-Grieve, J.M. (1999). The Marine Fauna of New Zealand: Pelagic Calanoid Copepoda: Bathypontiidae, Arietellidae, Augaptilidae, Heterorhabdidae, Lucicutiidae, Metrodinidae, Phyllopodidae, Centropagidae, Pseudodiaptomidae, Temoridae, Candaciidae, Pontellidae, Sulcanidae, Acartiid National Institute of Water and Atmospheric Research (NIWA) Biodiversity Memoir, Wellington 111:1-268.",maximum adult body length,0.96,mm,male
104108,Acartia_UnID,Genus,759373,Acartia (Acartiura) fancetti,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,0.96,mm,male
104108,Acartia_UnID,Genus,759373,Acartia (Acartiura) fancetti,Species,species within genus,"Bradford-Grieve, J.M. (1999). The Marine Fauna of New Zealand: Pelagic Calanoid Copepoda: Bathypontiidae, Arietellidae, Augaptilidae, Heterorhabdidae, Lucicutiidae, Metrodinidae, Phyllopodidae, Centropagidae, Pseudodiaptomidae, Temoridae, Candaciidae, Pontellidae, Sulcanidae, Acartiid National Institute of Water and Atmospheric Research (NIWA) Biodiversity Memoir, Wellington 111:1-268.",maximum adult body length,1.08,mm,female
104108,Acartia_UnID,Genus,759373,Acartia (Acartiura) fancetti,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.08,mm,female
104108,Acartia_UnID,Genus,346056,Acartia (Odontacartia) lilljeborgii,Species,species within genus,"Giesbrecht, W. & O. Schmeil. (1898). Copepoda I. Gymnoplea. Das Tierreich. Eine Zusammenstellung und Kennzeichnung der rezenten Tierformen, Berlin 6:i-xvi, 1-169, figs. 1-31.",maximum adult body length,1.1,mm,male
104108,Acartia_UnID,Genus,346056,Acartia (Odontacartia) lilljeborgii,Species,species within genus,"Giesbrecht, W. & O. Schmeil. (1898). Copepoda I. Gymnoplea. Das Tierreich. Eine Zusammenstellung und Kennzeichnung der rezenten Tierformen, Berlin 6:i-xvi, 1-169, figs. 1-31.",maximum adult body length,1.4,mm,female
104108,Acartia_UnID,Genus,346056,Acartia (Odontacartia) lilljeborgii,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.2,mm,male
104108,Acartia_UnID,Genus,346056,Acartia (Odontacartia) lilljeborgii,Species,species within genus,"Razouls, C., N. Desreumaux, J. Kouwenberg & F. de Bovée. (2005). Biodiversity of Marine Planktonic Copepods (morphology, geographical distribution and biological data). Sorbonne University, CNRS. ",maximum adult body length,1.4,mm,female
104108,Acartia_UnID,Genus,346034,Acartia (Acartiura) floridana,Species,species within genus,"Davis, C.C. (1948). Notes on the plankton of Long Lake, Dade County, Florida, with descriptions of two new copepods. Quarterly Journal of the Florida Academy of Sciences 10(2-3):79-88, pls. 1-2. (vi-1948)",maximum adult body length,0.85,mm,male
104108,Acartia_UnID,Genus,346034,Acartia (Acartiura) floridana,Species,species within genus,"Davis, C.C. (1948). Notes on the plankton of Long Lake, Dade County, Florida, with descriptions of two new copepods. Quarterly Journal of the Florida Academy of Sciences 10(2-3):79-88, pls. 1-2. (vi-1948)",maximum adult body length,0.94,mm,female
