station_code,year_adjusted,pss_n,pss_median,pss_mean,pss_median_category,pss_mean_category,pss_comp
D28A-L,1977,2,0.619264710262418,0.619264710262418,very low,very low,TRUE
D28A-L,1979,2,0.2688528938078607,0.2688528938078607,fresh,fresh,TRUE
D28A-L,1980,6,0.1097661406629818,0.11221968341335617,fresh,fresh,TRUE
D28A-L,1981,12,0.14967439201437752,0.19757356159677317,fresh,fresh,TRUE
D28A-L,1982,10,0.11121197336954448,0.10898709306706623,fresh,fresh,TRUE
D28A-L,1983,10,0.1252092849652513,0.11355019946357034,fresh,fresh,TRUE
D28A-L,1984,12,0.09725681683127914,0.10348967906865786,fresh,fresh,TRUE
D28A-L,1985,10,0.12303128382765215,0.18978064570556427,fresh,fresh,TRUE
D28A-L,1986,12,0.11290112996902378,0.15842742678206206,fresh,fresh,TRUE
D28A-L,1987,10,0.25365851164774333,0.26353286559008166,fresh,fresh,TRUE
D28A-L,1988,9,0.39921691478818794,0.34333230775081397,fresh,fresh,TRUE
D28A-L,1989,9,0.3100623891524139,0.2896767607536687,fresh,fresh,TRUE
D28A-L,1990,12,0.33509061787076855,0.34640518303431644,fresh,fresh,TRUE
D28A-L,1991,11,0.391619322357647,0.3717470486221535,fresh,fresh,TRUE
D28A-L,1992,12,0.3878268334644568,0.33361232962590703,fresh,fresh,TRUE
D28A-L,1993,11,0.13028232625202854,0.1380895162534771,fresh,fresh,TRUE
D28A-L,1994,11,0.22606285917481336,0.25468805014844553,fresh,fresh,TRUE
D28A-L,1995,11,0.0874124153183606,0.11251095574184343,fresh,fresh,TRUE
D28A-L,1996,12,0.12014018348644215,0.14157203498471657,fresh,fresh,TRUE
D28A-L,1997,11,0.11868597368387973,0.15911216297095007,fresh,fresh,TRUE
D28A-L,1998,12,0.096295432727595,0.14050317045556956,fresh,fresh,TRUE
D28A-L,1999,11,0.11097057996481918,0.16153913262186217,fresh,fresh,TRUE
D28A-L,2000,12,0.14045525395595898,0.18464874914403023,fresh,fresh,TRUE
D28A-L,2001,12,0.2610790544120031,0.2696775429664906,fresh,fresh,TRUE
D28A-L,2002,11,0.16768313319742018,0.2250575364003862,fresh,fresh,TRUE
D28A-L,2003,9,0.12061673570093093,0.16348038124553804,fresh,fresh,TRUE
D28A-L,2004,4,0.13760021775359904,0.16689798054868132,fresh,fresh,TRUE
D28A-L,2005,5,0.17989066605012774,0.18329940289960786,fresh,fresh,TRUE
D28A-L,2006,11,0.12738056898582123,0.14438316604737567,fresh,fresh,TRUE
D28A-L,2007,12,0.2419737490330305,0.23254356540535187,fresh,fresh,TRUE
D28A-L,2008,11,0.1545343078525348,0.2246354464255312,fresh,fresh,TRUE
D28A-L,2009,12,0.21620402854289705,0.23257023553918696,fresh,fresh,TRUE
D28A-L,2010,12,0.20588372924215811,0.22584089031012805,fresh,fresh,TRUE
D28A-L,2011,12,0.09533461068025088,0.10701442771909159,fresh,fresh,TRUE
D28A-L,2012,12,0.18849059756887038,0.21421014262628124,fresh,fresh,TRUE
D28A-L,2013,11,0.15210339639790454,0.20440153474813455,fresh,fresh,TRUE
D28A-L,2014,11,0.33161791712879024,0.33830058454520406,fresh,fresh,TRUE
D28A-L,2015,11,0.34317580239884543,0.3295746326079158,fresh,fresh,TRUE
D28A-L,2016,12,0.20145083042025047,0.2678174258414641,fresh,fresh,TRUE
D28A-L,2017,12,0.08765243724330146,0.11471753202479996,fresh,fresh,TRUE
D28A-L,2018,11,0.1603736749838103,0.19518032900500845,fresh,fresh,TRUE
D28A-L,2019,12,0.11121164863241548,0.15057083886541117,fresh,fresh,TRUE
D28A-L,2020,10,0.17604554009971515,0.213983034397165,fresh,fresh,TRUE
D28A-L,2021,7,0.24633002546664814,0.254266625279349,fresh,fresh,TRUE
D28A-L,2022,12,0.23421040089598516,0.2251779671976532,fresh,fresh,TRUE
D28A-L,2023,12,0.11073452383482568,0.13404457639580838,fresh,fresh,TRUE
D28A-L,2024,1,0.1496737561621131,0.1496737561621131,fresh,fresh,TRUE
D4-L,1975,1,0.11338034085456973,0.11338034085456973,fresh,fresh,TRUE
D4-L,1977,2,6.37983159725729,6.37983159725729,brackish,brackish,TRUE
D4-L,1978,2,0.25700334597660135,0.25700334597660135,fresh,fresh,TRUE
D4-L,1979,2,1.6977782226121612,1.6977782226121612,very low,very low,TRUE
D4-L,1980,6,0.4716588736985049,0.5130636568101031,fresh,very low,FALSE
D4-L,1981,12,1.4123197306635205,1.55758146915805,very low,very low,TRUE
D4-L,1982,11,0.0845340757562894,0.13969763556272521,fresh,fresh,TRUE
D4-L,1983,10,0.07470777235659576,0.0765390803607058,fresh,fresh,TRUE
D4-L,1984,10,0.11267245657366648,0.24765838681869962,fresh,fresh,TRUE
D4-L,1985,11,1.0433863083574184,1.6725168464762912,very low,very low,TRUE
D4-L,1986,11,0.5078590037163893,0.97145262403369,very low,very low,TRUE
D4-L,1987,10,3.4756571964709506,3.0995202448891592,low,low,TRUE
D4-L,1988,8,3.6254808264299645,3.4018224781030564,low,low,TRUE
D4-L,1989,10,2.5460070572956806,3.128750116438379,low,low,TRUE
D4-L,1990,12,3.5979824950063115,3.451158471790342,low,low,TRUE
D4-L,1991,12,4.268151030798418,4.422568871216393,low,low,TRUE
D4-L,1992,12,4.511201002502366,3.627394057644073,low,low,TRUE
D4-L,1993,11,0.13512259571876994,0.6889124955839223,fresh,very low,FALSE
D4-L,1994,11,2.937641130564768,2.757130965042324,low,low,TRUE
D4-L,1995,12,0.08357585991857083,0.4799616878206421,fresh,fresh,TRUE
D4-L,1996,10,0.25130653847329654,0.9201406052998229,fresh,very low,FALSE
D4-L,1997,12,0.48610284601582066,1.3510132747262358,fresh,very low,FALSE
D4-L,1998,12,0.09173223502218054,0.26580172125824897,fresh,fresh,TRUE
