station_code,year_adjusted,pss_n,pss_median,pss_mean,pss_median_category,pss_mean_category,pss_comp
D4-L,1999,12,0.11268994806918753,0.8963627744163497,fresh,very low,FALSE
D4-L,2000,12,0.8644355824681575,1.3522864163651427,very low,very low,TRUE
D4-L,2001,12,2.8145635583368707,3.4385538438084566,low,low,TRUE
D4-L,2002,11,0.6640370563397074,1.8230624248802694,very low,very low,TRUE
D4-L,2003,11,0.26667066188297855,1.1370185369848418,fresh,very low,FALSE
D4-L,2004,4,1.2205007092903302,1.7492443830407012,very low,very low,TRUE
D4-L,2005,5,0.17451550695352433,1.6173211026386682,fresh,very low,FALSE
D4-L,2006,11,0.09653556727272443,0.8854287145430134,fresh,very low,FALSE
D4-L,2007,12,1.9716644509323156,1.8389324723702831,very low,very low,TRUE
D4-L,2008,11,1.7660927026367734,2.574441240956569,very low,low,FALSE
D4-L,2009,12,1.667739604996556,2.132203925487817,very low,low,FALSE
D4-L,2010,12,1.0022730472732766,2.0350305969943983,very low,low,FALSE
D4-L,2011,12,0.19481217912293453,0.4319035572480639,fresh,fresh,TRUE
D4-L,2012,12,1.580302762890307,2.475028377317786,very low,low,FALSE
D4-L,2013,10,1.6208226874161729,2.0744098568785327,very low,low,FALSE
D4-L,2014,11,5.410960165491476,4.742548506652635,low,low,TRUE
D4-L,2015,11,5.4749633908891315,4.656076848542085,low,low,TRUE
D4-L,2016,12,1.9427997534864696,3.2778207934434533,very low,low,FALSE
D4-L,2017,11,0.6385426272809469,1.083992059856271,very low,very low,TRUE
D4-L,2018,12,1.6171381830659748,2.110940105322782,very low,low,FALSE
D4-L,2019,11,0.5206973962744675,0.9832396098524909,very low,very low,TRUE
D4-L,2020,10,2.691570675360423,2.957446274918237,low,low,TRUE
D4-L,2021,7,5.100924825928736,4.855979724395969,low,low,TRUE
D4-L,2022,12,4.847928070033202,4.395127739002678,low,low,TRUE
D4-L,2023,12,0.34218521554698916,0.9422709718029859,fresh,very low,FALSE
D4-L,2024,1,6.823858626785726,6.823858626785726,brackish,brackish,TRUE
D7-C,1977,3,13.681817919572275,14.35109343665602,very brackish,very brackish,TRUE
D7-C,1978,2,3.5624883113076704,3.5624883113076704,low,low,TRUE
D7-C,1979,2,6.723255040079328,6.723255040079328,brackish,brackish,TRUE
D7-C,1980,6,4.954626935572385,5.0763130232173905,low,low,TRUE
D7-C,1981,12,8.061362192432846,6.9384100818922,brackish,brackish,TRUE
D7-C,1982,11,0.48223489222467053,1.0237689235921272,fresh,very low,FALSE
D7-C,1983,8,0.10687758288200083,0.10736613120816091,fresh,fresh,TRUE
D7-C,1984,10,3.32012853441673,3.169102066210233,low,low,TRUE
D7-C,1985,11,8.215768794605589,7.230982314601545,brackish,brackish,TRUE
D7-C,1986,10,6.08386564706179,5.594168609151025,brackish,low,FALSE
D7-C,1987,11,11.527746791065388,9.791629774193279,brackish,brackish,TRUE
D7-C,1988,10,10.947287068018287,10.947169358979389,brackish,brackish,TRUE
D7-C,1989,10,9.419953059681896,10.138211196128417,brackish,brackish,TRUE
D7-C,1990,11,10.8826446574968,10.472338934030713,brackish,brackish,TRUE
D7-C,1991,11,11.981486837960189,10.984242420428856,brackish,brackish,TRUE
D7-C,1992,12,11.011443489729249,9.604002546727973,brackish,brackish,TRUE
D7-C,1993,11,1.974053178909819,3.4817138142731325,very low,low,FALSE
D7-C,1994,11,10.04963639004734,9.187838916557764,brackish,brackish,TRUE
D7-C,1995,12,0.20474093179795508,2.652871327274865,fresh,low,FALSE
D7-C,1996,9,5.876106340630237,4.898343657468493,low,low,TRUE
D7-C,1997,11,6.849110209086476,5.800311668942142,brackish,low,FALSE
D7-C,1998,11,0.8942557272972479,2.466004440921181,very low,low,FALSE
D7-C,1999,12,1.9383706157224432,3.892888948600587,very low,low,FALSE
D7-C,2000,12,5.782562415180122,5.448415430920393,low,low,TRUE
D7-C,2001,11,8.92618085259922,8.191118733380138,brackish,brackish,TRUE
D7-C,2002,12,5.807974626295887,6.663443389753654,low,brackish,FALSE
D7-C,2003,10,4.282327401657584,4.4695178139593,low,low,TRUE
D7-C,2004,4,5.452381193791149,6.0748379999637265,low,brackish,FALSE
D7-C,2005,6,7.129141156784627,6.590115255825706,brackish,brackish,TRUE
D7-C,2006,10,2.8902245023980457,3.6553117616872326,low,low,TRUE
D7-C,2007,12,8.647545736224668,8.036916781568074,brackish,brackish,TRUE
D7-C,2008,11,7.784105195960032,8.21021492935082,brackish,brackish,TRUE
D7-C,2009,12,9.492734048097788,8.670039242625045,brackish,brackish,TRUE
D7-C,2010,12,7.908146244848355,6.9501739274981755,brackish,brackish,TRUE
D7-C,2011,11,3.3047677419173422,3.37646122446515,low,low,TRUE
D7-C,2012,12,9.05062193876012,7.794936603223881,brackish,brackish,TRUE
D7-C,2013,11,9.668658819671174,8.71344215733041,brackish,brackish,TRUE
D7-C,2014,11,12.571993336743054,11.169758222989012,very brackish,brackish,FALSE
D7-C,2015,11,12.367235452032748,11.966969904989567,very brackish,brackish,FALSE
D7-C,2016,12,9.525316377491151,8.927015302441282,brackish,brackish,TRUE
D7-C,2017,10,5.648642511596993,5.2744311213577415,low,low,TRUE
D7-C,2018,12,9.449211392713055,8.479335310440815,brackish,brackish,TRUE
D7-C,2019,10,4.5864052589654625,4.087245810208529,low,low,TRUE
D7-C,2020,10,10.944755508901345,10.345038521850624,brackish,brackish,TRUE
D7-C,2021,8,12.821877818839816,12.157227592063062,very brackish,very brackish,TRUE
D7-C,2022,12,12.670916393643514,11.01923110471726,very brackish,brackish,FALSE
D7-C,2023,12,3.620444457004152,4.43121503480682,low,low,TRUE
D7-C,2024,1,13.604808830116376,13.604808830116376,very brackish,very brackish,TRUE
