organism_code,aphia_id,taxon,source,aphia_id_syn,synonym,status,rank,kingdom,phylum,class,order,family,genus
6750,885716,Euglesa casertana,worms,861448,Pisidium amplum,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861453,Pisidium anceps,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857649,Pisidium arcticum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857659,Pisidium ashmuni,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857664,Pisidium atlanticum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861454,Pisidium berryi,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861455,Pisidium capax,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,181555,Pisidium casertanum,superseded combination,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857635,Pisidium cinereum,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861456,Pisidium cinetum,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857676,Pisidium columbianum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857660,Pisidium complanatum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861457,Pisidium concinnulum,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857661,Pisidium cuneiforme,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857662,Pisidium danielsi,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861458,Pisidium devium,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857674,Pisidium dispar,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,1338561,Pisidium edouardi,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,1338669,Pisidium eduardi,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861426,Pisidium egregium,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861427,Pisidium eyerdami,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857679,Pisidium fabale,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861428,Pisidium fidalgoense,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,1471488,Pisidium fossarinum,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,1471485,Pisidium fossarinum,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,1558828,Pisidium fossarinum var. areolatum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,1558830,Pisidium fossarinum var. curtum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,1558827,Pisidium fossarinum var. flavescens,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,1471489,Pisidium fossarinum var. kampmanni,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,1558829,Pisidium fossarinum var. modestum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857665,Pisidium fragillimum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857666,Pisidium friersoni,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857677,Pisidium furcatum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861731,Pisidium furcatum var. rhombicum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857650,Pisidium glaciale,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857681,Pisidium griseolum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,857680,Pisidium hannai,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6750,885716,Euglesa casertana,worms,861452,Pisidium harfordianum,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861419,Cyclas altilis,nomen nudum,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Cyclas
6770,1299015,Euglesa compressa,worms,864787,Pisidium (Cyclocalyx) compressum,alternate representation,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,857687,Pisidium altile,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,857692,Pisidium coloradense,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,857189,Pisidium compressum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861750,Pisidium compressum mutatum,unaccepted,Subspecies,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861740,Pisidium compressum var. arrosum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861741,Pisidium compressum var. confertum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861742,Pisidium compressum var. contrarium,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861743,Pisidium compressum var. coosaense,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,864856,Pisidium compressum var. curvatum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861748,Pisidium compressum var. illinoisense,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861744,Pisidium compressum var. laevigatum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,864855,Pisidium compressum var. limnicolum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861745,Pisidium compressum var. opacum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861749,Pisidium compressum var. pellucidum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861746,Pisidium compressum var. rostratum,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,861747,Pisidium compressum var. smithii,unaccepted,Variety,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,1501620,Pisidium curvatum,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,857690,Pisidium fraudulentum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6770,1299015,Euglesa compressa,worms,857688,Pisidium peraltum,unaccepted,Species,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium
6730,181580,Corbicula fluminea,worms,1356448,Corbicula (Corbicula) fluminea,alternate representation,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358226,Corbicula adunca,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1472190,Corbicula andersoniana,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358246,Corbicula aquilina,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358233,Corbicula astronomica,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358280,Corbicula aurea,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358230,Corbicula bezuariana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358241,Corbicula bicolor,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358270,Corbicula bilineata,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358263,Corbicula cheniana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1356457,Corbicula clenchii,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1356446,Corbicula colombeliana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358254,Corbicula concinna,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358251,Corbicula conica,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358235,Corbicula cordieriana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1639913,Corbicula crebricostis,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358287,Corbicula delavayana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358245,Corbicula diminuta,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358276,Corbicula ferruginea,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358284,Corbicula fluitans,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358232,Corbicula foukiensis,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1356996,Corbicula fulgida,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358228,Corbicula gentiliana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358256,Corbicula gravis,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358271,Corbicula grilloana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358265,Corbicula gryphaea,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358269,Corbicula ignobilis,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358257,Corbicula indigotina,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1559023,Corbicula inflata,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358255,Corbicula ingloriosa,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1356984,Corbicula insularis,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358283,Corbicula iodina,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358277,Corbicula iridina,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1356447,Corbicula lapicida,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358243,Corbicula leleciana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358262,Corbicula montana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1289181,Corbicula natalensis,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358217,Corbicula obtruncata,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1559019,Corbicula ovata,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1520657,Corbicula pexata,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1521754,Corbicula pfeifferiana,junior subjective synonym,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358267,Corbicula polychromatica,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358252,Corbicula porcellanea,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358268,Corbicula portentosa,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358279,Corbicula praeterita,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1349933,Corbicula producta,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358259,Corbicula rathousiana,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358260,Corbicula scholastica,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1358273,Corbicula sphaerica,unaccepted,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6730,181580,Corbicula fluminea,worms,1356456,Corbicula squalida,junior homonym,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
6630,225694,Melanoides tuberculata,worms,1586186,Malanoides tuberculata,misspelling,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Malanoides
6630,225694,Melanoides tuberculata,worms,1338899,Melania (Melanoides) tuberculata,alternate representation,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1430702,Melania (Stenomelania) rustica,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1472179,Melania (Striatella) tuberculata,alternate representation,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1484261,Melania (Striatella) tuberculata var. flavida,junior subjective synonym,Variety,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1484628,Melania (Striatella) tuberculata var. luteomarginata,junior subjective synonym,Variety,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1546563,Melania (Striatella) woodwardi,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1245232,Melania baldwini,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1554734,Melania beryllina,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1249246,Melania cancellata,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1308558,Melania commersoni,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1554710,Melania distinguenda,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1393522,Melania dominula,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1568908,Melania exusta,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1063568,Melania flammigera,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1558027,Melania floricoma,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1393524,Melania flyensis,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1474304,Melania gracilina,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1338902,Melania inhambanica,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1568915,Melania javanica,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1443131,Melania judaica,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1501292,Melania layardi,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1460302,Melania lentiginosa var. nymphula,junior subjective synonym,Variety,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1568916,Melania malayana,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1245248,Melania mauriciae,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1465315,Melania moesta,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1568919,Melania nicobarica,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1063559,Melania ornata,junior homonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1393521,Melania pellicens,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1568909,Melania punctulata,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1484259,Melania pyramis,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1063047,Melania rivularis,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,214678,Melania rodericensis,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1568906,Melania rothiana,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1568911,Melania rubropunctata,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1568918,Melania scalariformis,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1393514,Melania singularis,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1063061,Melania suturalis,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1426504,Melania tamsii,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1245250,Melania terebra,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1451294,Melania tigrina,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1558021,Melania timorensis,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1418585,Melania trunculata,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1060095,Melania tuberculata,superseded combination,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1555104,Melania tuberculata var. angularis,junior subjective synonym,Variety,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1554924,Melania tuberculata var. malayana,junior subjective synonym,Variety,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1555103,Melania tuberculata var. seminuda,junior subjective synonym,Variety,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1061445,Melania tuberculata var. victoriae,junior homonym,Variety,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1115357,Melania turriculus,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6630,225694,Melanoides tuberculata,worms,1568905,Melania virgula,junior subjective synonym,Species,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Thiaridae,Melania
6490,717164,Fluminicola,worms,1353111,Fluminicola (Fluminicola),unaccepted,Subgenus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,Fluminicola
6490,717164,Fluminicola,worms,1547895,Fluminicola (Heathilla),unaccepted,Subgenus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,Fluminicola
6490,717164,Fluminicola,worms,886961,Heathilla,unaccepted,Genus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Lithoglyphidae,Heathilla
6530,751827,Gyraulus circumstriatus,worms,1364851,Planorbis (Gyraulus) circumstriatus,unaccepted,Species,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Planorbis
6530,751827,Gyraulus circumstriatus,worms,1367135,Planorbis parvus var. urbanensis,junior subjective synonym,Variety,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Planorbis
6570,181551,Physa,worms,1253636,Laurentiphysa,unaccepted,Genus,Animalia,Mollusca,Gastropoda,NA,Physidae,Laurentiphysa
