organism_code,target_taxon_name,target_taxon_level,source,aphia_id,kingdom,phylum,class,order,family,genus,native
4750,Gammarus daiberi,species,worms,158091,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0
4750,Gammarus daiberi,species,worms,158091,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0
4750,Gammarus daiberi,species,worms,158091,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0
4750,Gammarus daiberi,species,worms,158091,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0
4750,Gammarus daiberi,species,worms,158091,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,0
4810,Hyalella sp. A,genus,worms,158104,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,1
4810,Hyalella sp. A,genus,worms,158104,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,1
4810,Hyalella sp. A,genus,worms,158104,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,1
4950,Rhithropanopeus harrisii,species,worms,107414,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Rhithropanopeus,0
4950,Rhithropanopeus harrisii,species,worms,107414,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Rhithropanopeus,0
4950,Rhithropanopeus harrisii,species,worms,107414,Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Rhithropanopeus,0
5130,Stylurus olivaceus,species,itis,NA,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus,1
5130,Stylurus olivaceus,species,itis,NA,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus,1
5130,Stylurus olivaceus,species,itis,NA,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus,1
5410,Procladius sp. A,genus,worms,156905,Animalia,Arthropoda,Hexapoda,Diptera,Chironomidae,Procladius,1
5410,Procladius sp. A,genus,worms,156905,Animalia,Arthropoda,Hexapoda,Diptera,Chironomidae,Procladius,1
5410,Procladius sp. A,genus,worms,156905,Animalia,Arthropoda,Hexapoda,Diptera,Chironomidae,Procladius,1
5550,Cryptochironomus sp. A,genus,worms,181574,Animalia,Arthropoda,Hexapoda,Diptera,Chironomidae,Cryptochironomus,1
5550,Cryptochironomus sp. A,genus,worms,181574,Animalia,Arthropoda,Hexapoda,Diptera,Chironomidae,Cryptochironomus,1
5550,Cryptochironomus sp. A,genus,worms,181574,Animalia,Arthropoda,Hexapoda,Diptera,Chironomidae,Cryptochironomus,1
6530,Gyraulus circumstriatus,species,worms,751827,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Gyraulus,1
6530,Gyraulus circumstriatus,species,worms,751827,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Gyraulus,1
6530,Gyraulus circumstriatus,species,worms,751827,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Gyraulus,1
6565,Helisoma anceps,species,worms,159871,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Helisoma,1
6565,Helisoma anceps,species,worms,159871,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Helisoma,1
6565,Helisoma anceps,species,worms,159871,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Helisoma,1
6570,Physa sp. A,genus,worms,181551,Animalia,Mollusca,Gastropoda,NA,Physidae,Physa,1
6570,Physa sp. A,genus,worms,181551,Animalia,Mollusca,Gastropoda,NA,Physidae,Physa,1
6570,Physa sp. A,genus,worms,181551,Animalia,Mollusca,Gastropoda,NA,Physidae,Physa,1
6630,Melanoides tuberculata,species,worms,225694,Animalia,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Thiaridae,Melanoides,0
6630,Melanoides tuberculata,species,worms,225694,Animalia,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Thiaridae,Melanoides,0
6630,Melanoides tuberculata,species,worms,225694,Animalia,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Thiaridae,Melanoides,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6730,Corbicula fluminea,species,worms,181580,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,0
6750,Euglesa casertana,species,worms,885716,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Euglesa,1
6750,Euglesa casertana,species,worms,885716,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Euglesa,1
6750,Euglesa casertana,species,worms,885716,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Euglesa,1
6770,Euglesa compressa,species,worms,1299015,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Euglesa,1
6770,Euglesa compressa,species,worms,1299015,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Euglesa,1
6770,Euglesa compressa,species,worms,1299015,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Euglesa,1
6810,Macoma petalum,species,worms,397131,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,0
6810,Macoma petalum,species,worms,397131,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,0
6810,Macoma petalum,species,worms,397131,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
6890,Potamocorbula amurensis,species,worms,397175,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Potamocorbula,0
