Girardia tigrina,planariid sp. A,turbellarian sp. A,paleonemertean sp. A,Prostoma graecense,Amphidelus sp. A,Teratocephalus sp. A,Dorylaimus sp. A,Actinolaiminae sp. A,mermithid sp. A,nematode sp. A,Chaetogaster limnaei,Dero digitata,Dero trifida,Nais communis / variabilis,Ophidonais serpentina,Paranais frici,Slavina appendiculata,Stylaria lacustris,Vejdovskyella intermedia,Aulodrilus limnobius,Aulodrilus pigueti,Aulodrilus japonicus,Bothrioneurum vejdovskyanum,Branchiura sowerbyi,Ilyodrilus frantzi,Ilyodrilus templetoni,Limnodrilus claparedianus,Limnodrilus hoffmeisteri,Limnodrilus udekemianus,Potamothrix bavaricus,Psammoryctides californianus,Quistadrilus multisetosus,Embolocephalus nikolskyi,Teneridrilus mastix,Tubificoides brownae,Tubificoides fraseri,Tubificoides heterochaetus,Varichaetadrilus angustipenis,enchytraeid sp. B,Sparganophilus eiseni,Altmanella freidris,Lumbriculus variegatus,Rhynchelmis rostrata,Mooreobdella microstoma,Boccardiella ligerica,Polydora cornuta,Pseudopolydora kempi,Streblospio benedicti,Marenzelleria neglecta,Heteromastus filiformis,Eteone lighti,Hediste limnicola,Alitta succinea,Manayunkia speciosa,Laonome calida,Herpetocypris brevicaudata,Isocypris sp. A,Candona sp. A,Cyprideis sp. A,Hyperacanthomysis longirostris,Neomysis mercedis,Balanus improvisus,Nippoleucon hinumensis,Sinelobus sp. A,Synidotea laevidorsalis,Asellus hilgendorfii,Caecidotea racovitzai,Gnorimosphaeroma insulare,Gnorimosphaeroma oregonensis,Uromunna sp. A,Ampelisca abdita,Monocorophium acherusicum,Sinocorophium alienense,Sinocorophium heteroceratum,Americorophium spinicorne,Americorophium stimpsoni,Grandidierella japonica,Crangonyx floridanus,Gammarus daiberi,Melita nitida,Hyalella sp. A,Palaemon macrodactylus,Crangon franciscorum,Rhithropanopeus harrisii,Stylurus olivaceus,Oxyethira sp. A,Procladius sp. A,Ablabesmyia sp. A,Chironomus attenuatus,Cryptochironomus sp. A,Cryptochironomus sp. B,Harnischia curtilamellata,Paracladopelma sp. A,Polypedilum sp. A,Psectrocladius sp. A,Fluminicola sp. A,Hydrobioidea sp. A,Hydrobioidea sp. D,Hydrobioidea sp. E,Gyraulus circumstriatus,Dilatata dilatatus,Helisoma anceps,Physa sp. A,Ferrissia californica,Melanoides tuberculata,Corbicula fluminea,Pisidium casertanum,Pisidium compressum,Limecola petalum,Mya arenaria,Potamocorbula amurensis
1.1654545454545455,0,0,0,119.46272727272728,0,0.5827272727272728,19.23,1.1654545454545455,5.827272727272727,0,5.244545454545455,1.1654545454545455,0,0,0,4.661818181818182,2.330909090909091,0,8.158181818181818,354.8954545454545,0,42.54090909090909,255.24363636363637,17.48181818181818,61.18818181818182,12.237272727272728,0,62.35272727272727,2.9136363636363636,0,0,99.65,7.575454545454545,0.5827272727272728,0,0,0,16.316363636363636,0,1.1654545454545455,0,6.992727272727273,0,1.7481818181818183,0,0,0,0,0,0,0,4.079090909090909,0,705.1272727272727,0,0,1.1654545454545455,44.87090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.89181818181818,821.6781818181818,0,0,0,0,6.41,0,0,0,0,0.5827272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7481818181818183,0,0,501.74727272727273,13.985454545454546,0,0,0,0
0,0,0,2.9136363636363636,34.96454545454545,0,0,8.74090909090909,7.575454545454545,156.17636363636365,0,4.661818181818182,0,0,0,0,0,1.1654545454545455,0,0,13.986363636363636,0,0,45.45454545454545,0.5827272727272728,0,0,0,1.7481818181818183,0,0,0,0,0,0,0,0,0,222.61,0,0,0,0,0,0,678.9036363636365,0,0,0,0,0,0,19.23,0,23.310000000000002,0,0,0,0,0,0,0,76.3409090909091,0,0,9.906363636363636,0,0,0.5827272727272728,0,0,0,0,6.41,0,2258.74,6871.795454545454,2.330909090909091,0,0,9.323636363636362,0,1.1654545454545455,0,8.158181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3772.1445454545456,0,0,0,0,0
0,0,0,2.330909090909091,0,0,0,0,0,11.654545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,2.330909090909091,0,0,0,0,81.00090909090909,0,0,0.5827272727272728,0,0,0,0,0,0,265.1527272727273,0,0,0,0,0,0,11.654545454545454,0,0,16.89909090909091,0,0,0.5827272727272728,0,43.121818181818185,0,0,0,0,0,0,0,0,115.96727272727273,0,0,9.323636363636364,0,0,0,0,0,89.74272727272727,0.5827272727272728,1011.6554545454545,0,4.079090909090909,12.82,175.9909090909091,0,0.5827272727272728,0,0,3.4963636363636366,0,5.244545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.6990909090909,0,0,78.08909090909091,588.5772727272728,0
2.9136363636363636,0,0,0,149.76636363636365,0,0,71.09545454545454,0,10.48909090909091,0,0,3.496363636363636,0,0.5827272727272728,8.158181818181818,5.827272727272727,15.733636363636363,0,25.64,481.93454545454546,0,271.5609090909091,657.9263636363636,83.91545454545454,146.26909090909092,46.61909090909091,0,206.87545454545455,8.158181818181818,0,0.5827272727272728,75.17363636363636,6.41,2.9136363636363636,0,0,0,210.95454545454547,1.1654545454545455,3.496363636363636,0,2.9136363636363636,0,0.5827272727272728,0,0,0,0,0,0,0,132.86636363636364,0,630.5354545454545,0,0,10.489090909090908,13.985454545454544,0,0,0,0,0,0,0,0,0,0.5827272727272728,0,0,0,0,0,0,192.30727272727273,2320.513636363636,0,0,92.65636363636364,0,2.330909090909091,0,0,0,0,1.1654545454545455,1.1654545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.330909090909091,0.5827272727272728,0,680.0690909090908,16.316363636363636,0,0,0,0
0,0,0,5.244545454545455,16.89909090909091,0,0,0.5827272727272728,0,20.97818181818182,0,0.5827272727272728,2.9136363636363636,0,0,0,0,0,0,0.5827272727272728,0.5827272727272728,0,0.5827272727272728,73.42636363636363,0.5827272727272728,0.5827272727272728,1.7481818181818183,0,19.812727272727273,0,0,0,0,0,0,0,0,0,194.63818181818183,5.244545454545455,1.1654545454545455,0,0,0,0,1767.4827272727273,0,0,0.5827272727272728,0,0,0,13.985454545454544,0,4.661818181818182,0,0,0,0,0,0,0,72.26181818181819,0,1.1654545454545455,0,0,0,0,0,0,0,0,0,0,5082.169090909091,6963.870909090909,0.5827272727272728,0,152.68,2.9136363636363636,0.5827272727272728,0,0,10.48909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184.730909090909,0,0,0,0,0
0,0,0,2.6708333333333334,2.670833333333333,0,0,0,0,0,0,0.5341666666666667,0,0,0,0,0,0,0,0,0,0,0,1.0683333333333334,0,0.5341666666666667,0.5341666666666667,0,138.35333333333332,0,0,0,0,0,0,0,0,0,40.5975,0,0,0,0,0,0,127.13666666666667,2.1366666666666667,0,4.273333333333333,0,0,3.7391666666666667,0.5341666666666667,62.498333333333335,0,0,0,0,0,0,0,0,1171.4733333333334,118.05499999999999,0,1.6025,0,0,0,0.5341666666666667,0,2.1366666666666667,0,16.025,0,2.6708333333333334,4.273333333333333,57.6925,0,0,9.080833333333334,0,3.7391666666666667,2.1366666666666667,4.273333333333333,0,0,0,0,0.5341666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.87,0,0,50.21333333333333,354.7008333333333,0
0,0,0,0,121.79333333333334,0,0.5341666666666667,7.4783333333333335,0,3.205,0,0,0,0,0,1.0683333333333334,0,2.1366666666666667,2.1366666666666667,0.5341666666666667,129.27416666666667,0.5341666666666667,73.7175,347.75666666666666,48.07666666666667,307.69083333333333,28.845833333333335,0,135.14833333333334,3.205,0,0,25.64,6.944166666666667,5.341666666666667,0,0,0,693.9108333333334,0,2.6708333333333334,0,0.5341666666666667,0,0.5341666666666667,0,0,0,0,0,0,0,16.559166666666666,0,65.17166666666667,0,0,8.0125,12.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.9433333333333,1456.195,0,0,811.43,0,0.5341666666666667,0,0,0,0,0,0.5341666666666667,0,0,0,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,985.5775,5.341666666666667,0,0,0,0
0,0,0,4.273333333333333,11.217500000000001,0,0,0,0,4.8075,0,0.5341666666666667,0,0,0,0,0,1.0683333333333334,0,0,0,0.5341666666666667,0,54.48583333333333,0,0,2.1366666666666667,0,38.995,0,0,0.5341666666666667,0,0,0,0,0,0,285.79,2.1366666666666667,0,0,0,0,0,2696.0475,0,0,0,0,0,0,1.6025,0,0,0,0,0,0,0,0,0,59.829166666666666,4.8075,0,53.4175,0,0,0,1.0683333333333334,0,0,0,2.1366666666666667,0,1818.3766666666668,263.355,2.1366666666666667,0,91.34583333333333,4.273333333333333,0,2.1366666666666667,0.5341666666666667,17.094166666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.4433333333333,0,0,0,0,1407.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5341666666666667,1.0683333333333334,0,1.6025,0.5341666666666667,0,289.53,0,0,0,0,0,0,2.6708333333333334,0,0,7.4783333333333335,0,0,0,0,0,0,28.845833333333335,0.5341666666666667,1.0683333333333334,0.5341666666666667,0,0,1.6025,0,29.913333333333334,0,0,0,0,0,0,0,0,110.04249999999999,383.5466666666667,0,0.5341666666666667,0,0,0,0,0,21.3675,0,0,0,32.58583333333333,3.7391666666666663,1.6025,0,0.5341666666666667,0.5341666666666667,0,3.2049999999999996,0,3.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3675,0,0,75.31916666666666,43.80166666666667,2603.6325
1.0683333333333334,0,0,0,51.815,0,0,1.0683333333333334,0.5341666666666667,1.0683333333333334,0,0,0.5341666666666667,0,0,0,1.0683333333333334,0,0,2.6708333333333334,38.46083333333333,0,5.341666666666667,241.98666666666668,17.6275,32.05083333333333,1.0683333333333334,0,52.35,0.5341666666666667,0,0,5.8758333333333335,13.888333333333332,0,0,0,0,288.995,0,6.944166666666666,0,1.6025,0,0,0.5341666666666667,0,0,0,0,0,0,19.23,0,12.82,0,0,0.5341666666666667,12.285833333333333,0,0,0,0,0,0,0,1.0683333333333334,0,0,0,0,0,0,0,0,32.585,339.7425,0,0,620.1916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5341666666666667,0,1368.0558333333333,0,0,0,0,0
0,0,0,0,0.5827272727272728,0,0,0,0,1.1654545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64090909090909,0,0,1.1654545454545455,0,106.06,0,0,0,0,0,0,0,0,0,175.40727272727273,0,0,0,0,0,0,6146.853636363637,0,0,0,0,0,0,5.244545454545455,0,0,0,0,0,0,0,0,0,62.93636363636364,5.244545454545455,2.330909090909091,16.316363636363636,0,0,1.7481818181818183,0,0,0,0,13.402727272727274,0,100.81545454545454,39.626363636363635,2.9136363636363636,0,100.81636363636363,0.5827272727272728,0,1.7481818181818183,1.1654545454545455,20.979090909090907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.8390909090909,0,0,0,0,451.63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.504166666666666,0,0,0,0,0,0,3.205,0,0,0,0,0,0,0,0,0,0.5341666666666667,0,0.5341666666666667,4.8075,0,2.6708333333333334,0,0,7.4783333333333335,0,0,0,0,0,0,0,0,127.67083333333333,184.8275,0,1.0683333333333334,0,0,0,0.5341666666666667,0,4.8075,0,1.0683333333333334,0,0,0,0.5341666666666667,0,0,0,0,0.5341666666666667,0.5341666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.217500000000001,9.080833333333333,4312.5
0,0,0,0,30.625555555555554,0,0,0.7122222222222222,0,0.7122222222222222,0,0,0,0.7122222222222222,0,0,0.7122222222222222,0,0,0,42.022222222222226,0,4.273333333333333,76.21,29.913333333333334,7.834444444444443,4.985555555555555,0,15.66888888888889,3.5611111111111113,0,0,2.1366666666666667,5.697777777777778,0,0,0,0,98.28888888888889,0,1.4244444444444444,0,0.7122222222222222,0,0,2.1366666666666667,0,0,0,0,0,0,11.395555555555555,0,7.834444444444444,0,0,0,2.1366666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.834444444444444,73.36111111111111,0,0,22.07888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7122222222222222,0,0,1995.0122222222221,0,0,0,0,0
0,0,7.692,0,1.282,0,0,0,0,1.282,0,8.333,0,0,0,0,0,0,0,0,0,0,0,18.589,0,0,2.564,0,24.358,0,0,1.282,0,0,0,0,0,0,92.307,2.564,0,0,0,0,0,5675,0,0,0,0,0,0,1.923,0.641,0,5.128,0,0,0,0,0,0,75.641,5.128,0.641,5.128,0,0,1.282,0,0,0,0,1.282,0,11.538,34.615,0,0,110.897,1.282,0,0,0,14.743,0,0,0,0,0,0,0,0,0,0,0.641,0,0,0,0,0,0,0,0.641,0,0,194.23,0,0,0,0,118.589
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641,1.923,0,5.769,0.641,0,3.205,0,0,0,0,0,0,0,0,85.896,375.64,0,0,0,0,0,0,0,1.282,0,0.641,0,0,0,1.923,0,0.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.487,0,2660.257
3.7391666666666667,0,0,0,54.48583333333333,0,0,0.5341666666666667,0,0,0,0,2.1366666666666667,0,0,0,1.0683333333333334,0,0,0,67.3075,0,0.5341666666666667,143.695,27.2425,21.366666666666667,0,0,8.546666666666667,0.5341666666666667,0,0,2.1366666666666667,3.7391666666666667,0,0,0,0,83.86666666666666,0,10.149166666666666,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,8.0125,0,10.149166666666666,0.5341666666666667,0,0,2.1366666666666667,0,0,0,0,0.5341666666666667,0,0,0,0,0,0.5341666666666667,3.7391666666666667,0,0,0,0,81.19500000000001,155.44916666666666,0,0,498.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0683333333333334,0,3.205,3580.6625,0.5341666666666667,0.5341666666666667,0,0,0
0,0,36.858333333333334,0,1.6025,0,0,0,0.5341666666666667,0.5341666666666667,0,0,0,0,0,0,0.5341666666666667,0,0,0,0,0,0,19.764166666666668,1.0683333333333334,0.5341666666666667,2.1366666666666667,0,62.5,0,0,0,0,0,0,0,0,0,41.130833333333335,1.6025,0,0,0,0,0,3303.9541666666664,0,0,0,0,0,0,7.4783333333333335,0,0,878.7391666666666,0,0,0,0,0,0,225.42749999999998,24.0375,28.845000000000002,79.59416666666667,0,0,0,6.944166666666667,24.038333333333334,0,0,10.683333333333334,0,141.56,13.888333333333334,3.205,0,198.1825,10.683333333333334,0,6.944166666666667,1.0683333333333334,4.273333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.1375,0,0,0.5341666666666667,0,350.96166666666664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5827272727272728,0,0,0,0,0,0,5.244545454545455,0,0,0,0,0,0,0,0,0,1.7481818181818183,4.079090909090909,15.15090909090909,6.41,0,4.661818181818182,0.5827272727272728,0,4.661818181818182,0,0.5827272727272728,0,0,0,0,0,0,907.3409090909091,2506.993636363636,0,1.7481818181818183,0,0,0,0,0,4.079090909090909,0,40.79272727272727,0,0,0,50.7,0,0,1.1654545454545455,0,0,0.5827272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.079090909090909,0,2041.3745454545453
0,0,0,0,51.86363636363636,0,0,2.9136363636363636,1.1654545454545455,11.071818181818182,0,0,0,0,0,0,0,0,0,0,19.23,0,0,56.526363636363634,0.5827272727272728,5.244545454545455,0,0,25.64090909090909,0,0,0,0,5.827272727272727,0,0,0,0,281.4681818181818,0,13.986363636363636,0,1.7481818181818183,0,0,0,0,0,0,0,0,0,2.330909090909091,0,50.698181818181816,74.00909090909092,0,0,2.330909090909091,0,0,0,0,0.5827272727272728,0,0,0,0,0,0,0,0,0,0,0,745.3372727272728,962.7027272727273,0,0,485.4318181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.661818181818182,1704.5454545454545,0,0,0,0,0
0,0,25.106666666666666,0,11.751666666666667,0,0,4.273333333333333,8.546666666666667,0,0,0,0,0,0.5341666666666667,0,0.5341666666666667,0,0,0,0,0,0,4.8075,0.5341666666666667,2.1366666666666667,1.0683333333333334,0,68.37583333333333,0,0,0,0,0,0,0,0,0,13.888333333333334,21.366666666666667,0,0,0,0,0,847.2208333333333,0,0,0,0,0,0,6.944166666666667,0,0,3371.2616666666668,0,0,0,0,0,0,283.65250000000003,15.490833333333333,54.486666666666665,40.598333333333336,0,0,0,41.666666666666664,37.92666666666667,0,0,4.8075,0,977.03,29.38,2.1366666666666667,0,344.55,51.815000000000005,0,8.0125,0.5341666666666667,12.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.5975,0,0,0,0,624.465
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5827272727272728,0,0,0,0,0,2.9136363636363636,0,0,0,0,0,0,0,0,0,1.1654545454545455,0.5827272727272728,24.474545454545456,21.560909090909092,0,4.661818181818182,2.330909090909091,0,30.884545454545453,0,0,0,0,0,0,0,0,189.97545454545454,972.6109090909091,0,1.7481818181818183,0,0,0,0.5827272727272728,0.5827272727272728,58.85727272727273,0,13.985454545454546,0,0,0.5827272727272728,20.978181818181817,0,1.1654545454545455,0,0,3.496363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5827272727272728,0,0,12.237272727272728,0,2216.7827272727272
1.0683333333333334,0,0,0,55.553333333333335,0,0,3.2049999999999996,4.8075,2.1366666666666667,0,0,0,7.4783333333333335,0,0,0,1.0683333333333334,0,0,28.845,0,0,72.64916666666666,3.7391666666666663,5.341666666666667,0,0,7.4783333333333335,0.5341666666666667,0,0,0.5341666666666667,5.341666666666667,0,0,0,0,145.83249999999998,0,8.0125,0,0,0,0,0,0,0,0,0.5341666666666667,0,0,17.6275,0,67.84083333333334,221.6875,0,0,2.1366666666666667,0,0,0,0,0,0,0,0,0,0.5341666666666667,0,0,0,0,0,0,133.5475,180.02083333333331,0,0,1122.8633333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0683333333333334,0,8.546666666666667,1338.6758333333332,2.1366666666666667,2.1366666666666667,0,0,0
0,0,42.73416666666667,0,3.205,0,0,2.1366666666666667,0,0,0,0,1.0683333333333334,0,0,0,1.6025,0,0.5341666666666667,0,0,0,0,9.080833333333333,0,3.7391666666666663,22.969166666666666,0,617.5208333333334,2.6708333333333334,4.273333333333333,1.0683333333333334,0,0,0,0,0,0,17.6275,6.944166666666667,0,0,0,0,0,871.7933333333333,0,0,0,28.845,0,0,29.379166666666666,1.0683333333333334,0,1261.7525,0,0.5341666666666667,0,0,0,2.1366666666666667,129.27333333333334,334.93583333333333,11.2175,2.6708333333333334,0,0,0,2.1366666666666667,18.1625,0,0,98.82416666666667,0,63.568333333333335,36.32416666666667,43.803333333333335,0,279.9141666666667,6.41,0,1.0683333333333334,0,9.615,1.0683333333333334,0,0,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.29749999999999,0,0,0,0,601.4958333333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4783333333333335,0,0.5341666666666667,0,0,0,0,0,0,0,0,2.6708333333333334,2.1366666666666667,9.615,3.205,10.683333333333334,0,0.5341666666666667,10.683333333333334,0,1.6025,0,0,0,0,0,0,577.4566666666667,550.2133333333334,0,1.6025,0,0,0,0,0,19.23,0,634.08,1.0683333333333334,0,0,24.0375,0,2.6708333333333334,0,0,0.5341666666666667,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.944166666666667,0,2915.6
13.888333333333334,0,0.5341666666666667,0,192.84166666666667,0,0,17.6275,16.559166666666666,33.653333333333336,0,0,0,18.161666666666665,0,2.1366666666666667,0.5341666666666667,0,0,0,248.93166666666667,0,10.149166666666666,182.69166666666666,50.21333333333333,142.6275,3.2049999999999996,0,43.26833333333333,0,0.5341666666666667,0,4.273333333333333,6.944166666666667,0,0,0,0,506.94416666666666,0,55.02083333333333,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,24.571666666666665,0,1444.9775,333.86833333333334,0,2.1366666666666667,13.354166666666668,0,0,0.5341666666666667,0,0,0,0,1.6025,0,0,0,0,0,0,0,0,144.76500000000001,215.81166666666667,0,0,608.4391666666667,0,4.8075,0,0,0.5341666666666667,0,0,5.341666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.5341666666666667,0,0,8.0125,0,27.776666666666667,3187.5,14.423333333333334,6.41,0,0,0
0,0,21.3675,0,9.080833333333333,0,0,3.7391666666666667,3.205,6.944166666666667,0,0,0,1.0683333333333334,0,0,11.751666666666667,0,0.5341666666666667,0,0,0,0,84.935,0.5341666666666667,0,22.969166666666666,0,1224.8941666666667,10.149166666666666,149.57333333333332,3.205,0,0,0.5341666666666667,0,0,0,158.12,6.944166666666667,0,0,0,0,0,863.2483333333333,0,0,0,392.09416666666664,0,0,75.31916666666666,0,1.0683333333333334,1455.6633333333334,0,2.1366666666666667,0,0,0,0,16.025,134.615,1.0683333333333334,0,0,0,0,0,0,0,0,2.670833333333333,0,208.8675,1557.1583333333333,2.1366666666666667,0,915.5991666666666,0,0,0,0,5.8758333333333335,1.0683333333333334,0,2.670833333333333,0,11.217500000000001,2.1366666666666667,0,2.1366666666666667,0,4.273333333333333,0,0,0,0,0,0,0,0,0,0,0,99.8925,0,0,0,0,527.7766666666666
0,0,0.5341666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0683333333333334,0.5341666666666667,0,0,0,0,0,20.299166666666668,3.205,14.956666666666667,0,0,0,0,0,0,0,2.1366666666666667,2.1366666666666667,1.0683333333333334,0.5341666666666667,40.0625,4.8075,0,0.5341666666666667,6.41,0,4.273333333333333,0,0.5341666666666667,0,0,0,3.7391666666666667,20.299166666666665,136.2175,0,0.5341666666666667,0,0,0,0,0,0,0,415.5983333333333,0,0,0,4.273333333333333,0,10.149166666666666,0,0,0,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,1.6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6025,0,484.50916666666666
3.205,0,0,0,103.63083333333333,0,0,41.66583333333333,30.447499999999998,16.025,0,0,0,8.0125,2.1366666666666667,0,2.1366666666666667,5.341666666666667,0,0,207.265,0,40.06333333333333,338.1408333333333,0,69.97833333333334,3.205,0,106.8375,0,0,0,20.8325,7.4783333333333335,0.5341666666666667,0,0,0,320.5108333333333,0,14.956666666666667,0,4.8075,0,0,0,0,0,0,0,0,0,5.8758333333333335,0,2162.394166666667,248.93,0,2.6708333333333334,10.149166666666666,0,0,0,0,0,0.5341666666666667,0,3.7391666666666667,0,1.0683333333333334,0,0,0,0,0,0,686.4316666666667,1423.0775,0,0,1889.4241666666667,0,7.4783333333333335,0,0,0,0,0,0.5341666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1.6025,0,0,0.5341666666666667,0,12.285833333333333,857.3708333333333,5.341666666666667,5.341666666666667,0,0,0
0,0,17.094166666666666,0,4.8075,0,0,2.6708333333333334,2.1366666666666667,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,96.6875,0.5341666666666667,0,13.888333333333332,0,372.32916666666665,2.6708333333333334,7.4783333333333335,6.41,0,0,0,0,0,0,619.6575,1.6025,0,0,0,0,0,11.217500000000001,0,0,0,200.32083333333333,0,0,15.490833333333333,0,2.1366666666666667,423.61083333333335,0,0,0,0,0,0,3.2049999999999996,95.61916666666667,0,0,0,0,5.341666666666666,0,5.8758333333333335,0,0,1.6025,0,104.7,2069.4441666666667,10.683333333333334,0,883.0116666666667,0,0,0,0,1.6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.683333333333334,91.34583333333333,0.5341666666666667,0,0,0,372.8616666666666
0,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.08083333333335,0,0,0,0,0,0,0.5341666666666667,48.075833333333335,56.08833333333333,0,0,0,0,0,0,0,2.6708333333333334,0,1.0683333333333334,0,37.3925,0.5341666666666667,0,0.5341666666666667,1.0683333333333334,0,0.5341666666666667,0,0,0,0,0,3.205,3.205,595.085,0,3.205,0,0,0,0,0,23.504166666666666,0,2917.2008333333333,42.200833333333335,0,0,344.55083333333334,0,11.2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0683333333333334,0,1934.8291666666667
11.751666666666667,0,0,0,83.3325,0,0,50.21333333333334,64.63666666666667,13.888333333333332,0,0,0,8.0125,1.6025,4.273333333333333,4.273333333333333,10.149166666666666,0,0,231.83666666666667,0,42.73416666666667,271.3666666666667,0,26.174166666666665,0.5341666666666667,0,25.105833333333333,1.0683333333333334,0,0,42.199999999999996,6.944166666666667,0,0,0,0,237.18,0,33.11833333333333,0,15.490833333333333,0,4.273333333333333,0,0,0,0,0,0,0,12.82,0,875,32.585,0,2.1366666666666667,1.0683333333333334,0,0,0,0,0,0.5341666666666667,0,49.145,0,0,0,0,0,0,0,0,28.311666666666664,133.54666666666665,0,0.5341666666666667,271.36833333333334,0,3.2049999999999996,0,0,0,0,0,1.0683333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0.5341666666666667,0.5341666666666667,0,2.6708333333333334,0.5341666666666667,19.230833333333333,1066.24,2.6708333333333334,1.6025,0,0,0
0.5341666666666667,0,2.6708333333333334,0,8.546666666666667,0,0,5.341666666666667,0.5341666666666667,25.64,0,0,0,0,0,0,0.5341666666666667,0.5341666666666667,0,0,0,0,0,191.23833333333334,0,0,5.341666666666667,0,312.49916666666667,1.0683333333333334,26.709166666666665,5.341666666666667,1.0683333333333334,0,0,0,0,0,454.5941666666667,0,0,0,0,0,0,34.18666666666667,0,0,0,239.85,0,0,31.515833333333333,0,1.0683333333333334,584.4016666666666,0,18.69666666666667,0.5341666666666667,0.5341666666666667,0,0,0,8.0125,0,0,0,0,0,0,3.205,0,0,0,0,869.1241666666666,2162.391666666667,1.6025,0,1211.0041666666666,0,0.5341666666666667,0,0,0,0.5341666666666667,0,0,0,0,1.0683333333333334,0,0,8.546666666666667,1.0683333333333334,0,0,0,0,0,0,0,0,0.5341666666666667,0,11.751666666666667,544.3375,0,0,0,0,157.05083333333332
